id,type,text1,text2,text3,text4,notes
drone_sensor,SHIP_SYSTEM,Implanta um par de drones cujos sensores a bordo melhoram o alcance das armas e dos sensores da nave. Cada drone também está armado com um canhão de íons.,Drones (alta tecnologia),Implanta um par de drones que melhoram o alcance das armas e dos sensores da nave. Cada drone também está armado com um canhão de íons.,,
ammofeed,SHIP_SYSTEM,Ativa um mecanismo avançado - mas sujeito a interferências - para entregar munição rapidamente às posições de armas balísticas do navio. O mecanismo deve ser recalibrado e resfriado antes de poder ser usado novamente.,Ofensiva,Fornece uma redução no custo de fluxo e um breve aumento na cadência de tiro de todas as armas balísticas.,,
emp,SHIP_SYSTEM,"Ativa um gerador EMP. Mísseis, caças, posições de armas e motores de navios inimigos próximos são todos alvos e podem ser desativados em pouco tempo.

Infelizmente, os sistemas de armas a bordo devem ser desligados para fornecer energia para este dispositivo. Os pulsos EMP também não são muito eficazes contra os escudos inimigos.",Especial,"Gera arcos relâmpagos que destroem rapidamente mísseis, armas e motores inimigos dentro do alcance. Principalmente negado por escudos.",,
phasecloak,SHIP_SYSTEM,"Move temporariamente a nave para uma dimensão alternativa conhecida como espaço p. A nave ainda pode ser detectada pelas emissões da bobina de fase, mas não pode ser atingida por nenhuma arma. O fluxo não pode ser dissipado no espaço p, resultando em um acúmulo constante que eventualmente força a nave a voltar ao espaço normal. O tempo subjetivo passa mais rapidamente para a nave e sua tripulação enquanto está no espaço p.

O gerador de camuflagem de fase é grande e tem requisitos de energia significativos e, portanto, geralmente substitui os escudos como principal meio de defesa de uma nave.",Especial,Move a nave para uma dimensão alternativa onde o tempo passa mais rápido. O navio não pode ser atingido por nenhuma arma; acumula fluxo forte enquanto ativo.,,
drone_terminator,SHIP_SYSTEM,"Implanta um único drone avançado que apresenta uma capa de fase, um skimmer de fase modificado e um arsenal de armas que seriam impressionantes mesmo em um caça pesado.

Ainda mais impressionante é o mini-fac que é capaz de produzir substitutos drones em combate, garantindo que a nave hospedeira não fique sem escolta por muito tempo.

O drone também possui uma personalidade agressiva de IA de nível delta que lhe permite vagar muito mais longe da nave-mãe do que a maioria dos outros sistemas de drones - isso são inteiramente controlados remotamente ou, na melhor das hipóteses, apresentam uma personalidade sub-gama.

Este design também é único porque foi criado através da cooperação de duas corporações rivais. A Fabrique Orbitale forneceu os designs do chassi e do sistema, enquanto os especialistas da Tri-Tachyon foram responsáveis pelo controle da IA.",Ataque de drones),Implanta um único drone altamente avançado. O drone será reconstruído lentamente se for destruído.,,
reservewing,SHIP_SYSTEM,"Implanta caças reserva que podem lutar por um curto período antes de retornar ao porta-aviões, dobrando temporariamente o número de caças na ala.",Lutador,"Implanta caças reserva que podem lutar por um curto período antes de retornar ao porta-aviões, dobrando temporariamente o número de caças na ala.",,
targetingfeed,SHIP_SYSTEM,"Envia dados de mira em tempo real para as alas de caça deste porta-aviões, aumentando temporariamente seus danos.",Lutador,"Envia dados de mira em tempo real para as alas de caça deste porta-aviões, aumentando temporariamente seus danos.",,
recalldevice,SHIP_SYSTEM,"Teleporta todos os caças de volta ao porta-aviões, permitindo que sejam rapidamente reequipados e relançados.",Lutador,"Teleporta todos os caças de volta ao porta-aviões, permitindo que sejam rapidamente reequipados e relançados.",,
stable_location,CUSTOM,Este ponto de outra forma normal no vasto vazio circundante é um mínimo local no campo de hiperondas do sistema estelar. A relativa falta de interferência o torna especialmente adequado para a colocação de estruturas que utilizam tecnologia de hiperondas.,,"",,
comm_relay,CUSTOM,"Uma tecnologia da era do Domínio usada principalmente na fronteira, esta é uma matriz de comunicações em hiperondas que transmite e recebe dados entre sistemas estelares em velocidades mais rápidas que a da luz. Demonstrou-se que as hiperondas de pulsação rápida adequadas para transmissão de dados FTL danificam o DNA, de modo que esses relés estão sempre estacionados longe dos habitats.",,"",,
comm_relay_makeshift,CUSTOM,"Uma imitação da contraparte da era do Domínio, construída usando o que é considerado o estado da arte no Setor. No entanto, um relé de comunicação improvisado é capaz de facilitar comunicações mais rápidas que a luz entre sistemas estelares, mesmo que as velocidades de transmissão sejam inferiores ao ideal e os ocasionais fluxos de comunicação fantasma captados causem pesadelos até mesmo aos operadores mais experientes.",,"",,
sensor_array,CUSTOM,"Uma tecnologia da era do Domínio, este é um conjunto de monitoramento passivo de altíssima resolução com um transmissor capaz de transmissão de dados em tempo real mais rápido que a luz dentro do sistema estelar. Os dados são úteis para complementar as leituras regulares dos sensores feitas pelas frotas.",,"",,
sensor_array_makeshift,CUSTOM,"Construído usando a melhor tecnologia disponível no Setor, um conjunto de sensores improvisado é, no entanto, capaz de monitorar passivamente todo o sistema estelar e possui um transmissor capaz de transmitir dados em tempo real, mais rápido que a luz, para frotas amigas. Os dados são úteis para complementar as leituras regulares dos sensores feitas pelas frotas.",,"",,
nav_buoy,CUSTOM,"Uma tecnologia da era do Domínio, uma bóia de navegação monitora o hipercampo do sistema e é capaz de transmitir suas descobertas para frotas amigas no sistema. As leituras de dados são perfeitas e de grande utilidade na configuração de campos de unidade.",,"",,
nav_buoy_makeshift,CUSTOM,"Construída com a melhor tecnologia disponível no Setor, uma bóia de navegação monitora o hipercampo do sistema e é capaz de transmitir suas descobertas para frotas amigas no sistema. Os dados muitas vezes não são confiáveis, mas ainda são úteis para fazer ajustes de campo de acionamento em tempo real.",,"",,
test_station,CUSTOM,"Uma estação orbital construída como uma entidade de campanha personalizada com uma etiqueta ""estação"".",,"",,
barren-bombarded,PLANET,"Um mundo rochoso sem vida, a superfície danificada conta uma história de séculos de bombardeio intermitente de meteoros. A atmosfera que existe adere à crosta cicatrizada quase no vácuo. Não há campo magnético significativo ou atividade tectônica. Prevalece o regolito profundo, atravessado por canais de lava e manchado por antigos mares de lava formados por impactos especialmente grandes.",,"A curva manchada do planeta gira abaixo de você. O regolito mais claro está repleto de antigas crateras de impacto, os mares de lava mais escuros são menos densamente marcados, mas mesmo assim rasgados por evidências da sua própria criação cataclísmica.",,
irradiated,PLANET,"Árido e altamente irradiado, este planeta não é apenas desprovido de vida, mas é um ambiente hostil até mesmo para operações robóticas endurecidas, devido às impressionantes energias infligidas à sua superfície. Qualquer habitat teria que ser construído profundamente para qualquer um louco o suficiente para viver aqui.",,"",,
planet_jangala,CUSTOM,"Jóia do sistema Corvus, Jangala possui uma exuberante biosfera nativa. As explorações agrícolas e os mares do mundo, muitas vezes escondidos pelos ciclones agitados das megatempestades, são uma importante fonte de matérias-primas orgânicas, produtos alimentares e materiais xenobiológicos exóticos. Considerado sagrado pela maioria das seitas lúdicas.",,"Inicialmente um centro de estudo xenobiológico e turismo, a exploração seguiu-se à descoberta e milhões de quilómetros quadrados foram arrasados e depois cobertos por plantações cuidadas por enormes colheitadeiras robóticas. Mas não é um paraíso para os humanos, exigindo máscaras com biofiltro e um processo de descontaminação para visitas à superfície. A turbulenta selva nativa deve ser contida até hoje por queimadas orbitais periódicas da Estação Jangala.",,
station_jangala,CUSTOM,"Megacidade em órbita, estaleiro naval e porto; o inquestionável centro cosmopolita de civilização e cultura no sistema Corvus, bem como a sede do distrito militar da Hegemonia que abrange os sistemas locais. O intenso tráfego comercial e naval invade a estação o tempo todo.",,"Formados por uma vasta estrutura em camadas, os primeiros pórticos antigos de abastecimento e reparo estão escondidos entre hangares industriais corroídos que ficam à sombra de um enorme anel de laboratórios e sistemas de suporte associados. Mais acima ainda, saguões comerciais, distritos metropolitanos e estaleiros multi-alados são todos vigiados por uma torre de comando e controle repleta de sistemas de comunicação e cápsulas de armas.",,
planet_asharu,CUSTOM,"Um planeta deserto, produto de um projeto de terraformação abortado antes do Colapso. Povoada por alguns colonos, criminosos e excêntricos ferozmente independentes. A Hegemonia reivindica tecnicamente o domínio sobre Asharu, mas não mantém nenhuma administração permanente, enviando patrulhas apenas para perseguir piratas ou impor tarifas pesadas, mas pouco frequentes, sobre as poucas actividades comerciais que restam.",,"Em tempos melhores, Asharu era um modelo de perspectiva de terraformação: uma sombra solar baixava a temperatura da superfície, enquanto o gelo lançado das luas de Barad deixava rastros brilhantes de vapor que caíam dos céus como chuva. Infelizmente, o caos do Colapso interrompeu o gelo e a suspeita de sabotagem lúdica destruiu a sombra. O investimento diminuiu e agora apenas algumas formas de vida resistentes (incluindo um punhado de colonos humanos) sobrevivem nas montanhas protetoras entre as vastas dunas que estão lentamente a retomar as fundações de cidades nunca construídas.",,
planet_agreus,CUSTOM,"Sendo um importante centro de desmantelamento de navios nesta região do Setor, os cascos são destinados ao desmantelamento aqui pela Marinha Hegemônica e por muitos outros clientes dentre os mundos centrais do Setor. Os Ko Combine compraram os direitos de administração planetária ao abrigo da sua carta corporativa e reconstruíram a sua fortuna empregando novas técnicas de reciclagem, reconstrução de navios e (alguns dizem) extraindo inteligência de núcleos de pseudo-IA mortos.",,"Séculos de cascos de naves estelares repousam nos mares de lava há muito frios e nas planícies regolíticas deste mundo árido. Alguns núcleos de reatores especialmente radioativos são deixados em poços de quarentena que brilham com radiação detectável em varreduras de longo alcance. Os trabalhadores empregados nas operações industriais vivem em vastas arcologias de crateras, cidades subterrâneas cercadas por painéis solares brilhantes e tubos de transporte que levam a instalações de processamento e pátios de materiais periféricos.",,
planet_nomios,CUSTOM,"A neve suja de amônia cai aos trancos e barrancos da fina atmosfera de Nomios. Os montes de neve são pequenos e, em sua maioria, eliminados das portas blindadas da área de pouso dos habitats por drones rastreadores danificados. As instalações deste planeta são operadas pela burocracia dominante, um fragmento secreto da direcção Mbaye-Gogol que afirma ter sobrevivido desde o Colapso - na mente e não no corpo, se os rumores forem verdadeiros.",,"Posicionamentos de armas pesadas rastreiam e sinalizam visivelmente todos os navios que chegam, o equivalente a uma arma de fogo em prontidão. A recepção no Nomios é elegante, discreta e educada; uma máscara anti-séptica sobre negócios falados através de implicação.",,
planet_syrinx,CUSTOM,Um planeta gigante composto por uma grande proporção de voláteis mais pesados do que os gigantes gasosos clássicos mais massivos dominados pelo hidrogênio. Os ventos fortes varrem nuvens de amônia sobre grandes tempestades e ressurgências de hidrocarbonetos a partir da transição gradual para mares de água com amônia que ficam sobre gelos exóticos formados pela extrema pressão e alta gravidade.,,"",,
station_arcadia,CUSTOM,"Este centro logístico da Hegemonia fornece frotas capazes de projetar energia em todo o sistema Arcadia, estrategicamente vital. A graça utilitária e os anéis abrangentes de sua construção central datam de antes do Colapso, quando a estação era uma instalação de sifão de voláteis. Mais tarde, cápsulas de armas toscas e nódulos blindados montados a partir de cascos destinados a Agreus foram adicionados em resposta ao risco de ataques surpresa contra esta concentração vital de material.",,"A influência da utilidade marcial infiltrou-se completamente na estação. Até o controle de tráfego civil fala no jargão picado da Marinha Hegemônica. Você vê o andar ondulante dos mineiros de gás e da tripulação da Marinha no discreto saguão público, que é tão limpo quanto um quartel.",,
fusion_lamp,CUSTOM,"Uma lâmpada de fusão orbital da era do Domínio, capaz de fornecer ampla luz e calor a um planeta.",,"",,
abyssal_light,CUSTOM,Uma concentração energética transitória de origem desconhecida encontrada apenas no hiperespaço abissal.,,"",,
food,RESOURCE,"Diversos produtos alimentícios, conservados e embalados para exportação. Prazo de validade garantido não inferior a cinco anos padrão de domínio.",,"",,
organics,RESOURCE,"Moléculas complexas à base de carbono e seus derivados com aplicações em plásticos, combustíveis, solventes, polímeros, produtos alimentícios, biotecnologia, suporte de vida e uma vasta gama de outras necessidades.",,"",,
volatiles,RESOURCE,Isótopos raros de elementos mais leves - como o deutério - com aplicações críticas na produção de combustível e outros processos industriais avançados.,,"",,
ore,RESOURCE,Inclui minérios de metais ferrosos e não ferrosos comuns. Deve ser refinado para ser útil à indústria.,,"",,
rare_ore,RESOURCE,"Elementos pesados não processados que podem incluir terras raras, actinídeos e minerais mais exóticos, essenciais para aplicações industriais e de pesquisa avançadas.",,"",,
metals,RESOURCE,Formas refinadas de metais ferrosos e não ferrosos comuns usados na maior parte da construção e produção de bens. Os lingotes seguem os padrões tradicionais do Domínio.,,"",,
rare_metals,RESOURCE,"Elementos pesados refinados, incluindo actinídeos comuns e outros exóticos mais pesados, essenciais para sistemas de alta energia e aplicações de pesquisa avançada.",,"",,
heavy_machinery,RESOURCE,"Vários módulos padronizados para manipulação de matéria em escala industrial. Eles aceitam entrada manual, formatos de modelo de design mais comuns ou podem ser escravos do controle da rede.",,"",,
domestic_goods,RESOURCE,"Estas são as roupas, gadgets, mercadorias e bens produzidos em massa que permitiram às pessoas viver uma vida confortável desde o estabelecimento da civilização espacial industrializada.",,"",,
organs,RESOURCE,"Substituição de órgãos é uma prática bem estabelecida, mas os materiais são delicados e seu cultivo é um processo inconstante. Sempre há um mercado para órgãos saudáveis e sempre uma fonte, se não fizermos muitas perguntas.",,"",,
drugs,RESOURCE,"Banidas em alguns mundos, as ""artes químicas"" incluem uma variedade estonteante de produtos procurados por aqueles que buscam um pouco de diversão, expansão de consciência ou simplesmente uma fuga de suas vidas miseráveis.",,"",,
hand_weapons,RESOURCE,"Armamentos que vão desde armas pesadas de esquadrão até mechs, tanques e hovercraft. O uso privado é proibido na maioria dos mundos. Em grande parte desmontado e não adequado para uso em ataques rápidos.",,"",,
luxury_goods,RESOURCE,"A elite de qualquer mundo do Setor deseja coisas preciosas, raras e bem feitas por verdadeiros artesãos humanos.",,"",,
lobster,RESOURCE,Uma mistura de várias espécies da Velha Terra e um pouco de imaginação produziram esta criatura que cresce selvagem nas profundezas esmagadoras do fundo do mar de Volturn. O sabor é considerado excepcional.,,"",,
luddic_furniture,RESOURCE,"Construídos com madeira cultivada naturalmente nos planetas e feitos com ferramentas manuais de acordo com métodos passados de mestre a aprendiz, os móveis lúdicos são um bem raro e de grande prestígio no Setor.",,"",,
ships,RESOURCE,"Cascos e armamentos de navios de baixo nível e muitas vezes tecnicamente defeituosos - ""grau de exportação"" - que são suficientes para equipar comboios mercantis e formar sistemas básicos de patrulhas de defesa. O comércio de alto volume de material de naves estelares de primeira linha é praticamente inexistente entre as facções.",,"",,
planet_nidhogg,CUSTOM,"Uma lua geologicamente instável devido à proximidade do gigante gasoso Yggdrasil, as forças das marés aquecem incessantemente e agitam as entranhas de Nidhogg. Fissuras e vulcões pontilham a superfície e a lava que expelem flui por muitos quilómetros através da crosta carbonizada.",,"",,
planet_ratatosk,CUSTOM,Uma lua rochosa de silicato sem vida e estéril com um fragmento de atmosfera que fica levemente incandescente quando atingida pelos cinturões de radiação de Yggdrasil.,,"",,
planet_raesvelg,CUSTOM,"Água e gelo de amônia formam as imensas fendas e planícies caoticamente sulcadas deste mundo. Abaixo da superfície, pequenos bolsões de oceano líquido sem vida ficam presos entre o gelo e uma crosta feita de silicatos rochosos. A maior parte das cidades com cúpulas permanecem abandonadas desde o Colapso, embora a recente política estratégica da Hegemonia tenha encorajado a reindustrialização e a colonização, especialmente por veteranos da Hegemonia.",,Tripulação e trabalhadores de licença dos projetos próximos do Complexo Ragnar e Tri-Tach apoiam uma vida noturna turbulenta e um mercado negro. A mineração de voláteis é incentivada por subsídios de desenvolvimento concedidos para garantir uma base estável para o abastecimento de combustível da Hegemonia.,,
planet_skathi,CUSTOM,"Derivações de gelo de nitrogênio e metano formam a maior parte da crosta sobre um manto rochoso de silicato/gelo que perfura a cobertura desta lua congelada. A Hegemonia certa vez concedeu à Tri-Tachyon uma licença para desenvolvimento exclusivo, consistindo principalmente em uma ampla planta de processamento de voláteis desviados de Niflheim e na infra-estrutura de suporte necessária. Há muitos rumores de que tudo isso é uma história de fachada para um centro de pesquisa secreto que realiza ciência considerada ilegal sob a lei do Domínio, mas os inspetores enviados em tempos de cooperação Tri-Tachyon nunca incluíram nada desagradável em seus relatórios.",,"Apesar de toda a humanidade esmagada pela maquinaria de extracção industrial em Skathi, Tri-Tachyon consegue retirar do topo uma pequena percentagem de pessoas com desempenho superior que demonstram o talento excepcional e a vontade necessária para subir na escada corporativa.",,
station_ragnar,CUSTOM,"O cemitério da Hegemonia; além da guarnição estacionada aqui para apoiar as patrulhas do sistema e uma frota em formação para desencorajar incursões da Liga, o complexo Ragnar armazena navios que aguardam reforma ou transporte para Arcádia para desmantelamento de navios, uma tarefa geralmente contratada a megacorporações amigas. A estação é tradicionalmente comandada por um oficial sênior enviado para viver silenciosamente sua mediocridade.",,"Apelidado de ""A Tumba"", arcos quebrados de hangares e pórticos amontoam fileiras e mais fileiras de cascos naftalina aguardando inspeção. A maioria é escura, iluminada apenas pelas equipes de inspeção e pelas tochas de soldagem dos armeiros que removem o material. Escondido perto do centro da armada das sombras está uma pilha de hab-rings habitados por empreiteiros civis, tripulantes da marinha, fuzileiros navais e administração da Hegemonia.",,
station_mimir,CUSTOM,"O produto de uma iniciativa Tri-Tachyon para modificar a ""mina"" gigante de gás comum que suga gases usando o Processo Ouyang que, embora seja sedento de energia, torna-se autossustentável uma vez alcançada uma atração constante de isótopos pesados. De Niflheim uma mistura particularmente pesada de voláteis pode ser extraída, e estes são processados na lua de Skathi em inúmeras formas úteis.",,"Uma classe dominante de executivos e gestores da Tri-Tachyon supervisiona um pequeno sistema político, mais uma cidade empresarial, construída a partir de uma teia cruel de empresas de fachada. Os desesperados e os gananciosos, em igual medida, são atraídos dos sistemas próximos pelos altos salários. Os custos, no entanto, muitas vezes revelam-se mais elevados.",,
,,,"",,"",
,,,"",,"",
,,,"",,"",
planet_maxios,CUSTOM,"Um pequeno planeta terrestre, Maxios já foi o centro cosmopolita do sistema. Agora manchado com ruínas e impactos antigos e recentes, o sistema de defesa orbital em ruínas fornece apenas cobertura intermitente. A política entrou efetivamente em colapso e a população atual é desconhecida. Saqueadores e sobreviventes entram em confronto ocasionalmente, o piscar das armas e o ruído eletromagnético do combate de baixo nível crepitando como as tempestades elétricas de um gigante gasoso.",,"",,
hot_gas_giant,CUSTOM,"Anormalmente próximo da sua estrela-mãe, este gigante gasoso provavelmente formou-se no sistema exterior e mais tarde migrou para dentro devido a um encontro casual com alguma massa cósmica rebelde. Composto principalmente por gases hidrogênio e hélio, a temperatura e a pressão no núcleo são extremas.",,"",,
planet_tartessus,CUSTOM,"Sede da filial local da Igreja Lúdica e centro econômico do sistema. Os tranquilos centros cosmopolitas de Tartessus, que abrigam a Cúria do Êxodo de Eos, estão agrupados em torno de mares calmos e quentes. A população mundial é dominada por praticantes lúdicos de várias seitas e, embora grande, é maioritariamente rural e agrária, levando uma existência geralmente devota através da agricultura de subsistência e da exportação de artesanato.",,Um mundo antigo e seco que tem uma porcentagem muito menor de água em sua atmosfera do que o padrão terrano. Nenhuma placa tectônica ativa; montanhas altamente erodidas e mares rasos assoreados. A atmosfera e o campo magnético protegem a superfície da radiação estelar. Os recursos minerais mais acessíveis foram extraídos numa onda de industrialismo voraz logo após a descoberta.,,
planet_baetis,CUSTOM,"Um planeta anão do sistema externo capturado no L4 de Tartessus, nuvens de voláteis evaporam da superfície danificada deste mundo. A infra-estrutura desgastada deixada pela colonização inicial do sistema foi reassentada por uma população activa de descrentes e dissidentes fora do sistema exilados de Tartessus. O próprio espaçoporto opera sob uma administração militar patrocinada pelos Cavaleiros de Ludd, que coletam dízimos de atividades comerciais.",,"Ad-holos brotam ao redor das baías de desembarque proclamando a maldade alegre e de mau gosto disponível para os viajantes que desejam descomprimir, pois mesmo aqui a estrutura moral da Igreja governa, embora proveitosamente invertida. Até mesmo o benefício dos Fiéis, para aqueles que visitam aqui a negócios ou para fazer proselitismo, pode fazer uma grande demonstração de negação das panelas de carne de Baetis.",,
planet_daedaleon,CUSTOM,"Local de uma antiga base de pesquisa operada pela Tri-Tachyon Corporation, uma enorme falha de contenção liberou um processo ou objeto altamente energético e aparentemente autossustentável que derreteu na crosta deixando uma nuvem de radiação estranha que expele partículas exóticas até hoje. A lua está abandonada de toda atividade humana, exceto por uma rede de faróis de perigo em órbita mantidos pelos Cavaleiros de Ludd.",,"",,
planet_hesperus,CUSTOM,"Um mundo de gelo com uma atmosfera fina e fria, a terraformação industrial do planeta foi interrompida na época da aquisição Luddic do sistema Eos Exodus. A virtude pode ser encontrada nas dificuldades e os Cavaleiros abraçam essas dificuldades nas comunidades monásticas marciais espalhadas pela superfície de Hesperus. A mineração limitada de orgânicos é permitida com contratos concedidos exclusivamente aos Fiéis. A administração de Ceyx e Hesperus é compartilhada no cargo de um único Presbítero Orbis.",,"Os mosteiros agarram-se a fendas particularmente sublimes, a promontórios de escudos vulcânicos ou a plútons ocasionais que abrem caminho através da crosta de gelo que envolve o mundo. Estes proíbem visitantes externos - particularmente os infiéis - sem dispensa dos Cavaleiros. No entanto, por autoridade do Presbítero Orbis reinante, uma série de zonas económicas especiais construídas sobre os blocos flutuantes transmitem faróis de aterragem civis para chamar os comerciantes externos para o porto.",,
planet_ceyx,CUSTOM,"Um planeta anão capturado que contém a maior concentração de instalações militares no sistema Eos Exodus. Os Cavaleiros se apropriaram e ampliaram vastas instalações subterrâneas de navios, arsenais, quartéis e todas as instalações de treinamento, administração e alojamento que se esperaria do lar da Armada Lúdica. A administração de Ceyx e Hesperus é compartilhada no cargo de um único Presbítero Orbis.",,Sussurros paranóicos de comunicações militares ecoam em torno de Ceyx; cidadelas e fortificações subterrâneas traem sua presença pelo brilho invisível das redes de dissipação de calor que florescem pela superfície da lua marcada como grades de mira.,,
planet_chaxiraxi,CUSTOM,"Um mundo gigante de gás quente em órbita próxima de Magec; composto principalmente de gases hidrogênio e hélio, a temperatura e a pressão no núcleo são extremas. Devido à proximidade com o seu primário, as camadas externas do Chaxiraxi são continuamente aquecidas e removidas em longas plumas de partículas ionizadas cintilantes. Os skimmers de gás ocasionalmente implantam as asas arejadas dos coletores de campo magnético para coletar esses voláteis leves.",,"",,
station_new_maxios,CUSTOM,"Outrora um importante centro de operações de colheita no Disco, a estação foi invadida por refugiados do colapso de Maxios e este centro de instalações de processamento foi transformado num habitat civil. Através de uma tenacidade desesperada e de um conhecimento adquirido com dificuldade, os refugiados construíram não só uma nova sociedade civil, mas também uma obra orbital que apoiava minas de asteróides dispersas e exploradores independentes.",,"Pequena demais para forçar as principais facções a reconhecerem sua reivindicação sobre todo o Disco, Nova Maxios, no entanto, considera-se o governo sucessor da Carta de Maxios.

O controle de tráfego imposto pela pequena milícia-marinha é firme, mas educado. Espaçadores independentes são recebidos como primos nos cascos e saguões reconhecidamente rudimentares de Nova Maxios.",,
station_tse_enterprise,CUSTOM,"Esta estação é um centro de recrutamento de mercenários e uma interface comercial com elementos desagradáveis. Uma força-tarefa Tri-Tachyon assumiu o controle da estação há algumas décadas com um feito de aparência plausível e uma frota de guerra definitivamente persuasiva. Posteriormente, um porto comercial certificado pela TT e uma doca de naves estelares foram organizados para uso das frotas da Companhia. Aqueles que se recusaram a pagar os novos aluguéis foram despejados; Há rumores de que a satisfação do cliente excede 90%.",,"Populados principalmente por piratas aposentados, radicais exilados e refugiados mais ricos, é amplamente conhecido que os contêineres de carga têm suas identificações apagadas e remarcadas aqui para que possam ser recirculados com segurança na economia legítima dos Mundos Centrais.
 
Diz-se que o bar de coquetéis ""Level 25"" oferece as melhores bebidas do volume local.",,
station_kantas_den,CUSTOM,"Este habitat de asteróides foi tomado por um ambicioso oficial de logística do Domínio, o Coronel Kanta, durante o colapso do sistema político da Carta de Maxios, não muito depois da queda dos Portões. Posteriormente, ela se juntou à Hegemonia do Estado sucessor do Domínio, apenas para traí-los e fazer um acordo com o Senhor da Guerra Onesimos Loke durante sua invasão do Setor Persano. Depois que Loke foi derrotado, Kanta assumiu o título de senhor da guerra para si.

A estação é protegida por uma nuvem de minas furtivas e bases de fogo rudimentares. A própria Kanta, agora com rumores de ter quase duzentos anos de idade, lidera uma pequena dinastia pirata e ainda mantém rígido controle pessoal sobre ""os negócios da família"".",,"Controle de tráfego parece gastar seu tempo trocando piadas grosseiras com piratas quando não está tentando obter subornos de navios que atracam. Um arranjo engenhoso de cascos de naves estelares eviscerados enfeita a estação, e um exame mais detalhado revela restos dessecados a vácuo presos por pitons de mineradores de asteroides. A mensagem é inequívoca.",,
orbital_station_default,CUSTOM,"Uma enorme estação espacial que pode abrigar estaleiros, habitats, fábricas ou grandes estoques de armas e suprimentos. Estas plataformas permitem à humanidade projetar poder militar e industrial em todo o espaço conhecido.",,"",,
shepherd,SHIP,"Ko Combine r450 ""Shepherd"" estabelece o padrão para propostas de drones civis com confiabilidade incomparável, baixo custo e volume interno proporcionado ao conforto da tripulação. Um pacote de modificação de combate extremamente popular foi montado por vários grupos de sobrevivência e piratas, o mod ""HK"", que consiste em especificações para blindar o casco para combate e sobrecarregar sistemas com especificações de fábrica para maior velocidade de explosão e função de arma. Mesmo modificado, o Shepherd é frágil, então na vida civil ele depende de um enxame de drones utilitários ""Borer"" para fazer seu trabalho.

O ""Borer"" é construído sobre um drone semiautônomo resistente e manobrável chassi com blindagem adequada para operações perigosas nas quais podem ser esperadas altas radiações ou impactos físicos. Comumente usados em aplicações de mineração, eles também encontraram uso em salvamento, eliminação de material bélico e até mesmo na limpeza de derretimentos de fissão. O pacote mod HK fornece especificações para alterar o foco do feixe de corte primário e corrige a IA rudimentar com algoritmos táticos rudimentares pirateados do obsoleto software de drones Domain Colonial Garrison. Os apêndices do pacote mod recomendam cautela ao empregar drones modificados com HK em situações que não sejam de combate.",,"",,
luddic_church,FACTION,"Inspirada pelo martírio de uma figura conhecida como 'Ludd' durante a queda do Domínio, a Igreja da Redenção Galáctica é uma igreja hierárquica com um dogma altamente sincrético formado a partir de um núcleo de textos abraâmicos e apócrifos, juntamente com a reação da era do Domínio contra a corrupção percebida. , depravação, hedonismo e abominação transumana. A Igreja oferece uma visão de vida vivida de forma mais simples, de virtude agrária e valores humanísticos e oração contra a violência e a alienação tecnológica que destruiu o Setor nos anos desde a Queda.",,"",,
knights_of_ludd,FACTION,"O ramo militar da Igreja Lúdica da Redenção Galáctica, modelado nas sociedades guerreiras monásticas dos milênios anteriores. Nas áreas de domínio da Igreja, eles estão autorizados a impor a Correcção Tecnológica, bem como a garantir, através da força, que a virtude seja promovida e o vício castigado. Em áreas fora do domínio da Igreja, quando podem, impõem-no secretamente.",,"",,
luddic_path,FACTION,"O Caminho Lúdico é uma categoria vagamente associada de seitas radicais, descentralizadas e apocalípticas do Ludismo que reivindicam uma interpretação mais verdadeira da Mensagem de Ludd. Eles vêem a Igreja como comprometida e corrupta, colocando o ego e os confortos mundanos antes do Verdadeiro Caminho Lúdico nestes tempos do fim. A guerra do Armagedom é AGORA e os limites estão traçados! Só através de uma acção justa e enérgica o Bem destruirá o Mal, e só através da violência a abominação da arrogância e da rebelião da humanidade contra Deus será eliminada num acto final de redenção. Ou assim eles afirmam. O Caminho Lúdico necessariamente entra em conflito com quase todas as outras facções do Setor.",,"",,
pirates,FACTION,"Não é tecnicamente uma facção unificada, mas sim uma categoria solta de bandidos, bandidos, desertores, saqueadores, soldados da fortuna, mercenários e capitães livres que compartilham uma beligerância comum com os poderes estabelecidos do Setor. Muitos piratas são fugitivos da sociedade dominante do Setor - geralmente oprimidos pelo status quo, clandestinos dos mundos centrais. A maioria dos capitães piratas dificilmente se autodenominariam assim, vendo-se antes como desafiantes ao governo inepto da Hegemonia ou da Liga, procurando vingança pelos erros causados por uma sociedade tão enganada e tomando o que podem através da sua inteligência e audácia. Esses capitães podem ser caracterizados por sua sede insaciável de liberdade e glória. Naturalmente, eles dão pouca atenção àqueles que carregam um farol de identificação oficial, reservando sua magnanimidade para seus companheiros de viagem - outros piratas.",,"",,
