id,trigger,conditions,script,text,options,notes
,,,,,,
# gaATG completed; no more missions from Alviss,,,,,,
asebNoMoreMissions,DialogOptionSelected,"$option == mh_open
$id == sebestyen score:1000
$global.gaATG_missionCompleted score:2000",,"""Ah"", diz Sebestyen. Você pode dizer instantaneamente que ele tem algum tipo de má notícia. ""... Capitão $playerName"", diz ele, depois finge uma pequena tosse para atrasar o inevitável. ""É bom ver você. Hum. É sempre bom ver você. O reitor, no entanto"", ele tosse novamente, depois se aproxima. ""Ela, hum, suspendeu... seu código de contrato."" Ele vira seu datapad para você ver; está iluminado com alertas DENIED brilhantes. ""Então."" Ele bate os dedos no console. ""Tudo está indo bem para você?""",cutCommLink:Sair,
,,,,,,
# GA Missions - Sebestyen,,,,,,
# Data retrieval from planetary ruins,,,,,,
gaDataBlurb,gaData_blurb,,,"""A equipe $gaData_department encontrou registros de um cache de dados em $gaData_planetName no sistema $gaData_systemName; eles só precisam de alguém para encontrá-los e transmitir o conteúdo de volta para a Academia.""",,
gaDataOfferOption,gaData_option,,,,gaData_start:Pergunte sobre a recuperação de dados das ruínas em $gaData_planetName,
gaDataMissionTextBasicOrPirates,DialogOptionSelected,"$option == gaData_start
$gaData_variation == BASIC","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_reward
Call $global.gaData_ref showMap ""Target: $gaData_planetName""","""Então esta é fácil, certo? Tudo o que você precisa fazer é chegar a $gaData_planetName, no sistema $gaData_systemName, que está,"" $heOrShe verifica um datapad diferente, ""a cerca de $gaData_dist anos-luz de distância. Nós vamos forneça as coordenadas exatas do $gaData_target que você precisa para, hum, acessar. Então, quando estiver de volta ao alcance do hipercomunicador, envie o conteúdo criptografado de volta para a Academia e o escritório financeiro pagará a você $gaData_reward créditos.","aseb_accept:Aceitar 
aseb_decline:Recusar",
gaDataMissionTextRemnants,DialogOptionSelected,"$option == gaData_start
$gaData_variation == REMNANTS","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_reward","O acadêmico Sebestyen faz uma série de ruídos pequenos e estranhos enquanto $heOrShe lê seu datapad. ""Ah, não. Ah. Hmm. Ok."" Ele se vira para você, fecha os olhos para se preparar por um momento e depois abre um sorriso impressionante antes de prosseguir. ""Então isso não será um problema, certo? Quero dizer, temos as coordenadas exatas do $gaData_target para você. No $gaData_planetName, no sistema $gaData_systemName, que fica a $gaData_dist anos-luz de distância. Você entra, você saia e, quando estiver no alcance do hipercomunicador, basta enviar o conteúdo criptografado de volta para a Academia e o escritório financeiro pagará a você $gaData_reward créditos. Sem problemas!""","gaData_remCont:""Mas?""",
gaDataMissionTextRemnants2,DialogOptionSelected,$option == gaData_remCont,"Call $global.gaData_ref showMap ""Target: $gaData_planetName""","Uma pausa longa, o que é incomum para o Acadêmico $personLastName, que tem um jeito de preencher lacunas incômodas na conversa. ""Mas. Não deveríamos falar sobre isso. Mas. Se você se lembra de todos aqueles rumores em torno da Primeira Guerra da IA... bem, você pode perguntar no departamento de Estudos Persas, talvez? Mas há uma, hum, possibilidade, talvez você encontre certos, hum,"" $heOrShe olha para baixo para verificar a frase exata, ""'sistemas de armas autônomos'. Diz que pode ser muito perigoso, e é por isso que paga mais do que o normal. Tenho certeza que é nada, certo? Ha-ha. Você vai ficar bem?""","aseb_accept:Aceitar 
aseb_decline:Recusar",
gaDataMissionTextDeciv,DialogOptionSelected,"$option == gaData_start
$gaData_variation == DECIV","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_marinesReq $gaData_reward
Call $global.gaData_ref showMap ""Target: $gaData_planetName""","""Certo. Uh. Então, quando você chegar a $gaData_planetName no sistema $gaData_systemName, a cerca de $gaData_dist anos-luz de distância, você irá para as coordenadas exatas de $gaData_target. É aí que as coisas podem ser um pouco, hum, complicadas ."" $HeOrShe faz uma pausa e você observa o processo de $himOrHer considerando como formular as próximas palavras de $hisOrHer. ""Há relatos de ah, uma população 'descivilizada'. Provavelmente? Eles não têm armas que possam enfrentar uma nave espacial, mas diz aqui que eles têm"", $heOrShe toca em outro datapad, ""muitas armas portáteis. E eles são ... bastante hostis. Normalmente. Então, você definitivamente deveria trazer,"" mais um datapad, ""cerca de $gaData_marinesReq ou mais fuzileiros navais. Só por precaução. Quero dizer, espero que ninguém leve um tiro, certo? Estatisticamente falando, hum. Os dados sugerem que apenas um baixo número de vítimas é uma possibilidade?"" $HeOrShe parece um pouco enjoado com o pensamento, mas se recupera rapidamente: ""Quando você estiver de volta ao alcance dos hipercomunicadores, basta enviar o conteúdo criptografado de volta para a Academia e o escritório financeiro pagará a você $gaData_planetName1 créditos. Fácil!""","aseb_accept:Aceitar 
aseb_decline:Recusar",
gaDataMissionTextPulsar,DialogOptionSelected,"$option == gaData_start
$gaData_variation == PULSAR","$missionId = gaData
SetTextHighlights $gaData_dist $gaData_reward
Call $global.gaData_ref showMap ""Target: $gaData_planetName""","""Sim, então você precisará ir para $gaData_planetName no sistema $gaData_systemName, que fica a $gaData_dist anos-luz de distância. Forneceremos as coordenadas exatas do $gaData_target que você precisa para, hum, acessar. E, ah, ah, isso é realmente importante"", $heOrShe aperta uma tecla, mudando a exibição para um diagrama estelar que parece estar explodindo em dois arcos em pólos opostos. O acadêmico $personLastName explica: ""$gaData_pulsarName é um pulsar, então você terá que ter muito, muito cuidado. Estou com tanta inveja! Jatos girando rapidamente de partículas carregadas de alta energia, ah, é uma experiência única na vida visão. Quer dizer, é isso que ouço do pessoal da Astrometria"", $heOrShe suspira. ""Então, hum, espero que seus escudos estejam de acordo com as especificações?"" $HeOrShe continua: ""Quando você estiver de volta ao alcance dos hipercomunicadores, envie o conteúdo criptografado de volta para a Academia e o escritório financeiro pagará a você $gaData_planetName0 créditos.""","aseb_accept:Aceitar 
aseb_decline:Recusar",
gaDataPlanetInteraction,OpenInteractionDialog,"$gaData_targetPlanet score:1000
Call $global.gaData_ref updateData","ShowDefaultVisual
FireBest GADataPlanetInteraction",,,
gaDataPrintHostilesText,GADataAdjustOptions,HostileFleetNearbyAndAware,"SetEnabled mktRaidNonMarket false
SetEnabled gaData_get false","Uma frota hostil próxima está rastreando seus movimentos, impossibilitando uma operação terrestre.",,
gaDataNotEnoughSuppliesForDistraction,GADataAdjustOptions,$player.supplies < 10,"SetEnabled gaData_getAvoidCombat false
SetTooltip gaData_getAvoidCombat ""Requires 10 supplies. You have $player.supplies supplies.""
SetTooltipHighlights gaData_getAvoidCombat 10 $player.supplies
SetTooltipHighlightColors gaData_getAvoidCombat highlight bad",,,
gaDataStandardPlanetInteraction,GADataPlanetInteraction,,"SetShortcut defaultLeave ""ESCAPE""
FireBest GADataAdjustOptions",Uma varredura das coordenadas fornecidas pelo Acadêmico Sebestyen mostra que o local está deserto há muito tempo. Seu oficial de sensores identifica provisoriamente o $gaData_target na leitura. Parece estar em relativamente bom estado.,"gaData_get:Envie uma equipe para recuperar os dados 
defaultLeave:Leave",
gaDataDecivInteractionRaid,GADataPlanetInteraction,$gaData_variation == DECIV score:1000,FireBest GADataRaidBegin,"Uma varredura das coordenadas fornecidas pelo Acadêmico Sebestyen mostra sinais de presença humana. Há evidências de recentes disparos de armas portáteis e do uso de explosivos de pequena escala, embora felizmente pareça que o $gaData_target escapou de qualquer dano sério. Ainda assim, parece que a recuperação dos dados exigirá algumas filmagens.",,
gaDataDecivInteractionRaidOptions,GADataRaidBegin,,"ShowDefaultVisual
$raidDifficulty = $gaData_raidDifficulty
$raidGoBackTrigger = GADataRaidBegin
$raidRestrictToTrigger = GADataRaidFinished 0
AddRaidObjective gaData ""Retrieve the data from the $gaData_target"" LOW 5000 GADataRaidFinished true
SetShortcut defaultLeave ""ESCAPE""
SetStoryOption gaData_getAvoidCombat 1 gaData_avoidCombat general ""Created a distraction to retrieve data for the Galatia Academy without bloodshed""
FireAll GADataAdjustOptions",,"mktRaidNonMarket:Considere uma operação terrestre para recuperar os dados 
gaData_getAvoidCombat:Deixe 10 unidades de suprimentos em um local próximo para distrair os moradores locais 
defaultLeave:Sair",
gaDataFinishedRaid,GADataRaidFinished,,"$global.gaData_gotData = true
Call $global.gaData_ref updateStage",Seus fuzileiros navais fornecem segurança enquanto uma pequena equipe de salvamento acessa o $gaData_target e extrai os núcleos de dados especificados.,,
gaDataPlanetGetData,DialogOptionSelected,$option == gaData_get,"$global.gaData_gotData = true
Call $global.gaData_ref updateStage
FireAll PopulateOptions",Você envia uma pequena equipe de resgate. Eles acessam $gaData_target e extraem os núcleos de dados especificados sem muita dificuldade.,,
gaDataPlanetGetDataDistraction,DialogOptionSelected,$option == gaData_getAvoidCombat,"AddRemoveCommodity supplies -10
$global.gaData_gotData = true
Call $global.gaData_ref updateStage
FireAll PopulateOptions","Você encomenda algumas caixas de carga carregadas com suprimentos e propulsores de hélice sólida suficientes para sobreviver a um pouso. Depois que eles são implantados e atraem a atenção adequada, uma pequena equipe de resgate acessa o $gaData_target e extrai os núcleos de dados especificados. A equipe tem que partir rapidamente, mas felizmente - além de algumas queimaduras de armas leves na nave de extração - não houve nenhum dano.",,
# pirate fleet interactions,,,,,,
gaDataPirateFleetEncounter,BeginFleetEncounter,"$gaData_pirate score:1000
!$ignorePlayerCommRequests","$gaData_pirateConv = true 0
FleetDesc
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
gaDataPirateOpenComm,OpenCommLink,"$entity.gaData_pirateConv score:100
Call $global.gaData_ref updateData","$entity.ignorePlayerCommRequests = true
MakeOtherFleetImportant gaData false
FireBest GADataPirateConvStart","""Ei, capitão. Bom trabalho para encontrar o alvo! Todos nós admiramos sua inteligência"", $heOrShe vira o ombro de $hisOrHer para se dirigir à equipe de $hisOrHer, ""Não é, seus vac-hogs?"" Você ouve, baixinho, a tripulação da ponte pirata dando uma rodada de ""Sim!"" em meio a vaias e aplausos.",,
gaDataPirateConvBeforeGotData,GADataPirateConvStart,!$global.gaData_gotData,"$transmitNoun = ""these coordinates"" 0
SetStoryOption gaData_bluff 1 gaData_bluff general ""Bluffed pirates into giving you supplies and fuel""","O líder pirata volta para a tela. ""Agora, se você não se importa, pegaremos essas coordenadas de você e faremos parte do trabalho bom e honesto pelo qual o homem rico está nos pagando.""","gaData_transmitCoords:Transmita as coordenadas e deixe os piratas levarem os dados 
gaData_sellCoords:Ofereça-se para transmitir as coordenadas... por um preço 
gaData_rejectOffer:Recusar este convite; energizar sistemas de combate 
gaData_bluff:""O acordo mudou. Você está aqui para me fornecer combustível e suprimentos.""",
gaDataPirateConvAfterGotData,GADataPirateConvStart,$global.gaData_gotData,"$transmitNoun = ""this data"" 0
SetStoryOption gaData_bluff 1 gaData_bluff general ""Bluffed pirates into giving you supplies and fuel""","O líder pirata volta para a tela. ""Agora, se você não se importa, levaremos uma cópia desses dados de você para o homem rico que está nos pagando. Transmita agora, por favor. Ou temos que vir e cortar o núcleo de memória daquele carro-chefe chique que você está pilotando?""","gaData_transmitData:Transmitir os dados; é apenas uma cópia 
gaData_sellData:Ofereça-se para transmitir uma cópia dos dados... por um preço 
gaData_rejectOffer:Recusar este convite; energizar sistemas de combate 
gaData_bluff:""O acordo mudou. Você está aqui para me fornecer combustível e suprimentos.""",
gaDataGiveCoordsSel,DialogOptionSelected,$option == gaData_transmitCoords,"$global.gaData_gaveCoordsToPirates = true
Call $global.gaData_ref updateStage
MakeOtherFleetNonHostile gaData true
MakeOtherFleetDoThing $gaData_planetId 2 ""retrieving data from the ruins"" true
MakeOtherFleetGoAway false","Você sinaliza ao seu oficial de comunicação para transmitir as coordenadas. Algum cache de dados de interesse para um grupo de acadêmicos não vale a pena. ""Transmissão recebida, capitão"", diz o pirata com um sorriso. ""Tem sido um...""","cutCommLink:Fechar transmissão 
gaDataCutCommAngry:Aperte o botão de finalização de transmissão com um pouco mais de força do que o estritamente necessário",
gaDataGiveCoordsSelAngry,DialogOptionSelected,$option == gaDataCutCommAngry,"$option = cutCommLink 0
FireBest DialogOptionSelected",,,
gaDataGiveDataCopySel,DialogOptionSelected,$option == gaData_transmitData,"MakeOtherFleetNonHostile gaData true
MakeOtherFleetGoAway true","Você sinaliza ao seu oficial de comunicação para transmitir uma cópia dos dados. Não é como se a Academia Galatia solicitasse explicitamente exclusividade, certo? Contanto que isso tire os piratas do seu pé para que você possa completar sua missão, não haverá nenhum dano. ""Transmissão recebida, capitão"", diz o pirata com um sorriso. ""Foi um prazer..."" Você aperta o botão de encerrar transmissão com um pouco mais de força do que o necessário antes que o pirata termine de falar.",cutCommLink:Continuar,
gaDataGiveDataNegotiate1,DialogOptionSelected,$option == gaData_sellData,"$option = gaData_sellCoords 0
FireBest DialogOptionSelected",,,
gaDataGiveDataNegotiate2,DialogOptionSelected,$option == gaData_sellCoords,SetTextHighlights $gaData_piratePayment,"Você explica ao capitão pirata que é necessária alguma compensação. Afinal, você viajou até aqui para fornecer a eles $transmitNoun - um trabalho bom e honesto. $HeOrShe é obviamente um $manOrWoman prático de negócios que sabe como negociar um acordo benéfico para todos os envolvidos. Depois de algumas idas e vindas, ameaças e lisonjas, e não poucas mentiras e ostentações, o capitão pirata propõe uma 'compensação justa' de $gaData_piratePayment créditos.","gaData_acceptOffer:Aceite 
gaData_rejectOffer:Decline, ligue as armas",
gaDataGiveDataNegotiateAcceptData,DialogOptionSelected,"$option == gaData_acceptOffer
$global.gaData_gotData","AddCredits $gaData_piratePayment
MakeOtherFleetNonHostile gaData true
MakeOtherFleetGoAway true
EndConversation
ShowDefaultVisual","Você cortou a transmissão, tendo traído o espírito do seu acordo com a Academia. Você considera se deve ou não ignorar o sentimento de culpa que se instala em seu estômago. Ainda assim, eles não perceberão e você terá créditos extras em sua conta.",,
gaDataGiveDataNegotiateAcceptCoords,DialogOptionSelected,"$option == gaData_acceptOffer
!$global.gaData_gotData","AddCredits $gaData_piratePayment
$global.gaData_gaveCoordsToPirates = true
Call $global.gaData_ref updateStage
MakeOtherFleetNonHostile gaData true
MakeOtherFleetDoThing $gaData_planetId 2 ""retrieving data from the ruins"" true
MakeOtherFleetGoAway false
EndConversation
ShowDefaultVisual","Você cortou a transmissão, aliviado por poder salvar algo da situação. Esses acadêmicos deveriam ter avisado que provavelmente haveria competição!",,
gaDataDeclinePirateOffer,DialogOptionSelected,$option == gaData_rejectOffer,"EndConversation
ShowDefaultVisual",Você corta a transmissão e ordena que a tripulação da ponte se prepare para o combate. Seu oficial tático relata que os navios piratas estão acelerando para velocidade de ataque.,,
gaDataBluff,DialogOptionSelected,$option == gaData_bluff,,"Você suspira impacientemente e, aparentemente constrangido pelo erro do capitão pirata, diz: ""Você não foi informado da mudança de planos, foi?"" Você explica que eles foram concebidos o tempo todo como uma força de apoio - mais como um comboio de suprimentos, na verdade - para a sua frota que deveria realizar a missão real. Tudo ficou bem claro quando você se reuniu com o executivo da Tri-Tachyon encarregado da operação. Deve ter havido algum tipo de falha na comunicação.",gaData_bluff1:Continuar,
gaDataBluff1,DialogOptionSelected,$option == gaData_bluff1,"AddRemoveCommodity supplies 100
AddRemoveCommodity fuel 200
MakeOtherFleetNonHostile gaData true
MakeOtherFleetGoAway true","capitão pirata tropeça nas palavras $hisOrHer, confuso com a confiança do seu blefe. Você lembra ao $himOrHer que embora a Tri-Tachyon pague excelentes bônus pelo trabalho executado de acordo com as especificações, eles são conhecidos por tomar medidas punitivas bastante extremas contra aqueles que quebram contratos e colocam em risco investimentos importantes. Você se apega à sua história, criando detalhes verossímeis na hora, e consegue absorver $himOrHer completamente. ""Eu, sim, ... você!"", o capitão pirata gesticula com raiva para algum subalterno, ""Faça a transferência do combustível e dos suprimentos AGORA."" $HeOrShe volta para a tela, de mau humor ""Por favor, só não conte isso ao chefe.""","cutCommLink:""Não vou, prometo.""",
,,,,,,
# retrieve artifact from derelict mission,,,,,,
gaDABlurb,gaDA_blurb,,,"""A equipe $gaDA_department solicitou a recuperação de um objeto de interesse científico de um navio abandonado perto de $gaDA_starName.""",,
gaDAOfferOption,gaDA_option,,,,gaDA_start:Pergunte sobre a missão de recuperação de objetos científicos,
gaDAMissionTextBasic,DialogOptionSelected,"$option == gaDA_start
$gaDA_notRemnants","$missionId = gaDA
SetTextHighlights $gaDA_dist $gaDA_reward
$aseb_givePlayerNeutrinoDetector = true 0
Call $global.gaDA_ref showMap ""Target: $gaDA_systemName""","""A equipe $gaDA_department precisa que você vá até o $gaDA_systemName, que fica a 3 anos-luz de distância, para recuperar, hum"", ele aperta os olhos para um datapad, ""'$gaDA_widget' de uma nave abandonada."" ""Acho que está no navio? Ou talvez na carga? De qualquer forma, diz aqui que eles têm uma boa ideia de onde exatamente está dentro do próprio casco. Isso deve ser simples, certo?"" Ele faz uma breve pausa. ""Ah, o pagamento! Assim que você devolver o $gaDA_widgetNoArticle à Academia, o escritório financeiro pagará a você $gaDA_reward créditos.""","aseb_accept:Aceitar 
aseb_decline:Recusar",
gaDAMissionTextRemnants,DialogOptionSelected,"$option == gaDA_start
!$gaDA_notRemnants","$missionId = gaDA
SetTextHighlights $gaDA_dist $gaDA_fuel","Os olhos do acadêmico Sebestyen se arregalam enquanto ele lê o datapad, então ele rapidamente olha para você. Ele dá um sorriso brilhante. ""Isso será simples, eles sabem exatamente onde encontrar o, hum,"" $heOrShe olha de volta para o datapad, com a testa franzida, ""'$gaDA_widgetNoArticle' no casco do alvo. Basta enviar uma equipe de resgate, pegar a coisa e partir você vai! E isso está em $gaDA_systemName, apenas $gaDA_dist anos-luz, ida e volta com"", alguns toques em um datapad diferente, ""cerca de $gaDA_fuel unidades de combustível para sua frota"". O acadêmico se mexe desconfortavelmente, como se $heOrShe não quer dar más notícias.","gaDA_and:""E?""",
gaDAMissionTextRemnants2,DialogOptionSelected,$option == gaDA_and,"SetTextHighlights $gaDA_reward
$aseb_givePlayerNeutrinoDetector = true 0
Call $global.gaDA_ref showMap ""Target: $gaDA_systemName""","""E. Bem, a última expedição que eles enviaram. Hum. A última transmissão disse algo sobre 'navios de guerra hostis de IA'. Talvez."" $HeOrShe descarta a voz de $hisOrHer: ""Não devemos falar sobre isso. Oficialmente, quero dizer. Mas pode ser... talvez perigoso? É por isso que este paga mais do que o normal - $gaDA_reward créditos. Você pode lidar com isso , certo?"" Acadêmico $personLastName retoma o volume anterior do $hisOrHer ""- E vai dar tudo certo! Basta entrar, recuperar o objeto e devolvê-lo à Academia.""","aseb_accept:Aceitar 
aseb_decline:Recusar",
gaDAMissionReturn,PickGreeting,"$gaDA_returnHere score:1000
Call $global.gaDA_ref updateData
FireBest ASEBMissionReturn","ShowPersonVisual
$global.gaDA_returnedWidget = true
Call $global.gaDA_ref updateStage","""Oh, você encontrou aquela coisa com a qual o Departamento $gaDA_department estava tão preocupado, hum- '$gaDA_widget', é claro."" $HeOrShe revira $hisOrHer olhos, ""Você não acreditaria como eles têm sido incômodos com isso. Isso é maravilhoso, vou transferir seu pagamento imediatamente."" 
OR
 Acadêmico $personLastName olha entre os dois datapads que está segurando, um em cada mão. ""Capitão, você não tem ideia de como $gaDA_department estava preocupado com isso, hum."" Ele considera por um momento: ""'$gaDA_widget', era isso mesmo! Eles ficarão absolutamente encantados quando eu contar que você o encontrou!"" ""Primeiro, avisarei o escritório financeiro para liberar seu pagamento.""",contact_pickAnotherGreeting:Continuar,
# derelict interactions,,,,,,
gaDADerelictHostilesNear,OpenInteractionDialog,"$gaDA_entity score:1000
HostileFleetNearbyAndAware
Call $global.gaDA_ref updateData","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","Seu $shipOrFleet passa pelo abandonado, permitindo que seu oficial de sensores faça uma varredura superficial. A identidade do alvo foi verificada positivamente, mas com hostis próximos você não pode executar uma varredura profunda com segurança ou enviar equipes de resgate para investigar e encontrar $gaDA_widget.",100:defaultLeave:Sair,
gaDADerelictInteractions,OpenInteractionDialog,"$gaDA_entity score:1000
!HostileFleetNearbyAndAware
Call $global.gaDA_ref updateData","ShowDefaultVisual
FireBest GADADerelictInteraction",,,
gaDADerelictBasic1,GADADerelictInteraction,$gaDA_variation == BASIC,"$global.gaDA_gotWidget = true
Call $global.gaDA_ref updateStage","Seu $shipOrFleet intercepta o abandonado. Seu oficial de sensores executa uma varredura ativa de espectro total, observando liberação de gases e sinais de calor residual. Este é um casco novo, no que diz respeito aos abandonados. Você solicita telemetria registrada no arquivo de relatório de missão da Academia; eles adoram dados extras e isso provará que você fez o trabalho. Seu chefe de operações supervisiona o envio de equipes de salvamento enquanto elas realizam uma violação limpa e eficiente e inspecionam o casco. O alvo da missão está ausente de sua posição nas especificações do projeto da equipe experimental, mas um jovem espaçador verde segue sinais de radiação elevada e logo descobre o $gaDA_widgetNoArticle em um espaço de laboratório secundário. Seu chefe de operações encontra seus olhos e dá um aceno rude. Sucesso. O alvo é empacotado e extraído em tempo recorde; tudo o que resta é devolvê-lo à Academia Galácia.",gaDA_continueBasic:Sair,
gaDADerelictBasic2,GADADerelictInteraction,$gaDA_variation == BASIC,"$global.gaDA_gotWidget = true
Call $global.gaDA_ref updateStage","Seu $shipOrFleet intercepta o abandonado. Seu oficial de sensores executa uma varredura ativa profunda, observando volumes extremamente quentes e danos à estrutura. Este é um casco fresco e quente, no que diz respeito aos abandonados. Seu chefe de operações vê o olhar que você está prestes a lançar e ordena que as equipes de salvamento tragam drones de trabalho extras para os setores quentes. Você segue a varredura das equipes de resgate pelo casco, folheando as imagens de passagens mortas nubladas por destroços fantasmagóricos. O alvo da missão está exatamente onde deveria estar, mas você suspeita que o esmalte de carbono-sílica na parede oposta não foi um subproduto intencional do experimento. O $gaDA_widgetNoArticle parece estar praticamente intacto. Seu chefe de operações supervisiona pessoalmente o empacotamento e a extração do alvo. Resta devolvê-lo à Academia Galácia.",gaDA_continueBasic:Sair,
gaDADerelictContBasic,DialogOptionSelected,$option == gaDA_continueBasic,"#FireBest OpenInteractionDialog
DismissDialog",,,
gaDADerelictPiratesTookItStart,GADADerelictInteraction,$gaDA_variation == PIRATES,,"À medida que você se aproxima do local abandonado, seu oficial de sensores aponta sinais de que você não é o primeiro a visitá-lo. A liberação de gases e os detritos ao redor do casco do alvo correspondem ao perfil de uma recente operação de salvamento. ""É mais como um golpe e um agarrão"", rosna seu chefe de operações. Quem chegou aqui primeiro não era um profissional, a julgar pelos cortes descuidados e pelo emaranhado de equipamentos descartados. Você envia uma equipe de resgate e eles realizam uma varredura com eficiência cautelosa. O alvo da sua missão está desaparecido, mas eles encontram algo inesperado: um traje furado aparafusado a uma antepara, com o ocupante inconsciente. Vítima de algum castigo, evidentemente. Eles são libertados e colocados em uma antepara de quarentena enquanto um médico tenta reanimá-los.",gaDA_continuePirates:Continuar,
gaDADerelictContPirates,DialogOptionSelected,$option == gaDA_continuePirates,"$global.gaDA_piratesTookIt = true
Call $global.gaDA_ref updateStage","vítima está agradecida e ansiosa para conversar - e definitivamente é um pirata. Você assiste através de um holofeed enquanto surge uma história sobre ser deixado para trás devido a uma transgressão percebida que, ""-os outros começaram a conversar e decidiram só porque não gostavam muito de mim que eu era o culpado. Eu não ' Não faço nada para merecer isso!"" Todas as suas perguntas são respondidas apenas ao custo de ar respirável, uma refeição quente e uma lâmpada de bebida alcoólica. Fica claro que esses piratas sabiam que havia algo especial no abandonado e vieram aqui em busca disso. Eles também estavam armazenando suprimentos nas proximidades, então é provável que eles vão para lá antes de tentar vender seu tesouro. Se sua frota viajar em alta velocidade, você poderá capturar os piratas antes que eles fujam.",gaDA_continuePirates2:Continuar,
gaDADerelictContPirates2,DialogOptionSelected,$option == gaDA_continuePirates2,,"Resta apenas o que fazer com o infeliz pirata que parece grato e afirma ter sido injustiçado, mas será que algum pirata por aqui é realmente inocente? Eles poderiam ser um risco à segurança?","gaDA_returnPirate:Piratas não são confiáveis. Devolva-os ao navio furado. 
gaDA_takePirateIn:Dê a eles uma chance de provar seu valor. (+1 tripulação)",
gaDADerelictReturnPirate,DialogOptionSelected,$option == gaDA_returnPirate,"#DespawnEntity
DismissDialog",,,
gaDADerelictTakeInPirate,DialogOptionSelected,$option == gaDA_takePirateIn,AddCommodity crew 1,,gaDA_returnPirateCont:Sair,
gaDADerelictTakeInPirateCont,DialogOptionSelected,$option == gaDA_returnPirateCont,"#DespawnEntity
DismissDialog",,,
gaDADerelictScavengerStart,GADADerelictInteraction,$gaDA_variation == SCAVENGER,,"Você se aproxima do abandonado. Seu oficial de sensores rapidamente aponta sinais de que você não é o primeiro a encontrá-lo: a liberação de gases e os detritos ao redor do casco do alvo correspondem ao perfil de uma operação de salvamento recente. ""... E eles eram profissionais"", rosna seu chefe de operações com mais do que uma pitada de respeito. Quem chegou aqui primeiro fez cortes eficientes nos principais pontos de acesso, deixando apenas uma rede organizada de linhas presas aos poços-broca preferidos pelos ratos de salvamento do espaço profundo. Você envia uma equipe de resgate sabendo o que encontrará, e eles realizam a varredura com eficiência cautelosa. O alvo da sua missão está faltando; você ordena que a telemetria e os feeds holográficos da equipe sejam anexados ao arquivo da missão como prova de que você executou esse trabalho para a Academia da melhor maneira possível.",gaDA_continueScav:Continuar,
gaDADerelictScavengerCont,DialogOptionSelected,$option == gaDA_continueScav,"$global.gaDA_scavengerTookIt = true
Call $global.gaDA_ref updateStage","""Capitão."" Seu chefe de operações chama a atenção para uma tela ativa que exibe o calor residual ao redor dos cortes. ""Eles ainda estão quentes. Talvez consigamos pegar os catadores que fizeram esses cortes."" Sua mente dispara, montando um plano. Se você avançar rapidamente em direção ao ponto de salto mais próximo - seu destino lógico, possivelmente depois de passar mais tempo no sistema - você poderá capturar os necrófagos antes que eles saltem para o hiperespaço. Talvez eles possam ser persuadidos a desistir da peça que você procura.",gaDA_scavLeave:Sair,
gaDADerelictScavengerLeave,DialogOptionSelected,$option == gaDA_scavLeave,"#DespawnEntity
DismissDialog",,,
gaDADerelictRemnantStart,GADADerelictInteraction,$gaDA_variation == REMNANTS,"$global.gaDA_gotWidget = true
Call $global.gaDA_ref updateStage","tripulação da ponte está silenciada; você sente uma vantagem na atmosfera. Eles temem o poder alienígena dos Remanescentes da Primeira Guerra da IA. Você vai querer realizar essa operação rapidamente, antes de acionar algum algoritmo de ameaça que funciona parcialmente em observadores invisíveis. Seu chefe de operações envia equipes de salvamento. Eles realizam uma violação eficiente e um levantamento do hulk. Danos de batalha e falhas graves causaram uma bagunça desenfreada nos volumes internos, mas suas tripulações experientes lidaram com essa situação em inúmeras ocasiões. Eles se espalharam, estabelecendo redes de carga temporárias para conter e separar as nuvens de salvamento que flutuavam lentamente. Usando parâmetros de pesquisa baseados nas especificações fornecidas pela equipe experimental da Galatia Academy, o $gaDA_widgetNoArticle é localizado e protegido. O chefe observa que o tempo da missão decorreu e dá palavras ásperas de aprovação às comunicações de salvamento. As equipes voltam nervosas, mas de bom humor, com o tesouro nas mãos. Você não precisa permanecer neste lugar.",gaDA_continueBasic:Sair,
,,,,,,
# conversation with pirates,,,,,,
gaDAFleetWithWidgetDefeated,gaDAFleetWithWidgetDefeated,"$someShipsDestroyed
!$global.gaDA_gotWidget","$global.gaDA_gotWidget = true
Call $global.gaDA_ref updateStage",Seu oficial de sensores relata que uma cápsula de carga ejetada flutuando em uma nuvem de detritos pós-batalha contém algo que corresponde às especificações do alvo da missão. Uma equipe de resgate protege rapidamente o objeto em seu porão.,,
gaDAPirateEncounter,BeginFleetEncounter,"$gaDA_pirate score:1000
!$gaDA_encounteredAlready
Call $global.gaDA_ref updateData","$gaDA_encounteredAlready = true
FleetDesc
HailPlayer",,,
